API,latitude,longitude,Operator,County,Municipality,Marcellus,Insp Id,Viol Id,Enf Id,Date Inspected,Date Violation,Violation Code,Violation Desc,Envl Health Safety Desc,Insp Comment,Violation Comment,Date Resolved
005-30163,40.64248406,-79.54913046,WOOD WILLIAM C,Armstrong,Parks,N,1827120,571226,250012,9/10/2009,9/10/2009,102.4,"Failure to minimize accelerated erosion, implement E&S plan, maintain E&S controls. Failure to stabilize site until total site restoration under OGA Sec 206(c)(d)",Environmental Health & Safety,Drilling appeared to have been completed at the time of the inspection.  Below grade pit located onsite.  Pit contained drill cuttings and some drilling fluids.  Pit had more than the two feet of required freeboard.  Observed no accelerated erosion & sedi,,10/2/2009
005-30194,40.7638939,-79.55009949,MDS ENERGY LTD,Armstrong,North Buffalo,N,1841116,575050,252120,11/3/2009,10/3/2009,401CSL,Discharge of pollultional material to waters of Commonwealth.,Environmental Health & Safety,"Inspected location. Casing - 9 5/8"" - 30', 7"" - 1014.95'. Cemented 7"" with 195sks class a cement, 3% cc, 1/2# flake, 400#s bentonite, 150# lime, 40#s baraseal. Plug landed @ 4:48am 11/3/09.

1) Drill cuttings are outside of pit liner approx. 40' away and",,2/16/2010
005-30201,40.70586932,-79.40938643,EQT PRODUCTION LLC,Armstrong,Plumcreek,Y,1835946,573560,251276,10/6/2009,10/6/2009,301CSL,"Stream discharge of IW, includes drill cuttings, oil, brine and/or silt",Environmental Health & Safety,@9970'  Tripping  NOV for discharge of mine water,,10/16/2009
005-30201,40.70586932,-79.40938643,EQT PRODUCTION LLC,Armstrong,Plumcreek,Y,1835946,573560,254688,10/6/2009,10/6/2009,301CSL,"Stream discharge of IW, includes drill cuttings, oil, brine and/or silt",Environmental Health & Safety,@9970'  Tripping  NOV for discharge of mine water,,10/16/2009
005-30205,40.6527535,-79.59890983,US ENERGY EXPLORATION CORP,Armstrong,Gilpin,N,1818615,568760,248775,8/7/2009,8/7/2009,102.4,"Failure to minimize accelerated erosion, implement E&S plan, maintain E&S controls. Failure to stabilize site until total site restoration under OGA Sec 206(c)(d)",Environmental Health & Safety,Drilling appeared to have been completed at the time of the inspection.  Below grade pit had been reclaimed.  Noted accelerated erosion & sedimentation had occurred and sediment had moved off-site.  In response to the operator had implemented a second lin,,9/8/2009
005-30205,40.6527535,-79.59890983,US ENERGY EXPLORATION CORP,Armstrong,Gilpin,N,1818615,568760,257620,8/7/2009,8/7/2009,102.4,"Failure to minimize accelerated erosion, implement E&S plan, maintain E&S controls. Failure to stabilize site until total site restoration under OGA Sec 206(c)(d)",Environmental Health & Safety,Drilling appeared to have been completed at the time of the inspection.  Below grade pit had been reclaimed.  Noted accelerated erosion & sedimentation had occurred and sediment had moved off-site.  In response to the operator had implemented a second lin,,9/8/2009
005-30231,40.80025278,-79.63895556,SNYDER BROS INC,Armstrong,North Buffalo,Y,1912301,595014,262145,8/13/2010,8/13/2010,78.83GRNDWTR,Improper casing to protect fresh groundwater,Administrative,Insufficient casing & Incorrect setting depth,,
005-30231,40.80025278,-79.63895556,SNYDER BROS INC,Armstrong,North Buffalo,Y,1912301,595013,262145,8/13/2010,8/13/2010,78.83COALCSG,Improper coal protective casing and cementing procedures,Administrative,Insufficient casing & Incorrect setting depth,,
005-30250,40.68088069,-79.59491153,MDS ENERGY LTD,Armstrong,Gilpin,Y,1854274,579098,254052,12/30/2009,12/30/2009,210UNPLUG,Failure to plug a well upon abandonment,Administrative,"No bldg. waiver, abandoned & Incorrect casg. & cement",,2/24/2010
005-30250,40.68088069,-79.59491153,MDS ENERGY LTD,Armstrong,Gilpin,Y,1854274,579097,254052,12/30/2009,12/30/2009,207B,Failure to case and cement to prevent migrations into fresh groundwater,Environmental Health & Safety,"No bldg. waiver, abandoned & Incorrect casg. & cement",,2/24/2010
005-30250,40.68088069,-79.59491153,MDS ENERGY LTD,Armstrong,Gilpin,Y,1854274,579096,254052,12/30/2009,12/30/2009,205A,Drilling w/in 200 ft of building or water well w/o variance,Administrative,"No bldg. waiver, abandoned & Incorrect casg. & cement",,2/24/2010
005-30312,40.6625811,-79.56443644,US ENERGY EXPLORATION CORP,Armstrong,Parks,N,1819261,569028,257620,8/11/2009,8/11/2009,102.4NOPLAN,"No E&S plan developed, plan not on site",Administrative,"Site constrcuted, drilling had not commenced at the timre of the inspection.  Noted that there was no E&S plan located onsite at the time of the inspection.  Observed that the filter fabric fence BMP had been compromised by sediment transport.  Sediment h",,9/8/2009
005-30312,40.6625811,-79.56443644,US ENERGY EXPLORATION CORP,Armstrong,Parks,N,1819261,569029,248896,8/11/2009,8/11/2009,102.4,"Failure to minimize accelerated erosion, implement E&S plan, maintain E&S controls. Failure to stabilize site until total site restoration under OGA Sec 206(c)(d)",Environmental Health & Safety,"Site constrcuted, drilling had not commenced at the timre of the inspection.  Noted that there was no E&S plan located onsite at the time of the inspection.  Observed that the filter fabric fence BMP had been compromised by sediment transport.  Sediment h",,9/8/2009
005-30312,40.6625811,-79.56443644,US ENERGY EXPLORATION CORP,Armstrong,Parks,N,1819261,569029,257620,8/11/2009,8/11/2009,102.4,"Failure to minimize accelerated erosion, implement E&S plan, maintain E&S controls. Failure to stabilize site until total site restoration under OGA Sec 206(c)(d)",Environmental Health & Safety,"Site constrcuted, drilling had not commenced at the timre of the inspection.  Noted that there was no E&S plan located onsite at the time of the inspection.  Observed that the filter fabric fence BMP had been compromised by sediment transport.  Sediment h",,9/8/2009
005-30312,40.6625811,-79.56443644,US ENERGY EXPLORATION CORP,Armstrong,Parks,N,1819261,569028,248896,8/11/2009,8/11/2009,102.4NOPLAN,"No E&S plan developed, plan not on site",Administrative,"Site constrcuted, drilling had not commenced at the timre of the inspection.  Noted that there was no E&S plan located onsite at the time of the inspection.  Observed that the filter fabric fence BMP had been compromised by sediment transport.  Sediment h",,9/8/2009
005-30315,40.65729504,-79.56158637,US ENERGY EXPLORATION CORP,Armstrong,Parks,N,1819321,569042,248911,8/11/2009,8/11/2009,78.56PITCNST,"Impoundment not structurally sound, impermeable, 3rd party protected, greater than 20"" of seasonal high ground water table",Administrative,"Drill rig located onsite, drilling not ongoing at the time of the inspection.  Noted that the filter fabric fence had been compromised by a fallen tree and at the other end of the fencing sediment had gathered behind the fence.  The fencing should be repa",,9/8/2009
005-30315,40.65729504,-79.56158637,US ENERGY EXPLORATION CORP,Armstrong,Parks,N,1819321,569042,257620,8/11/2009,8/11/2009,78.56PITCNST,"Impoundment not structurally sound, impermeable, 3rd party protected, greater than 20"" of seasonal high ground water table",Administrative,"Drill rig located onsite, drilling not ongoing at the time of the inspection.  Noted that the filter fabric fence had been compromised by a fallen tree and at the other end of the fencing sediment had gathered behind the fence.  The fencing should be repa",,9/8/2009
005-30336,40.89172124,-79.51169887,MDS ENERGY LTD,Armstrong,East Franklin,Y,1802421,564198,246666,6/3/2009,6/3/2009,102.4INADPLN,E&S Plan not adequate,Administrative,E&S and casing violations,,6/9/2009
005-30336,40.89172124,-79.51169887,MDS ENERGY LTD,Armstrong,East Franklin,Y,1802421,564199,246666,6/3/2009,6/3/2009,78.83GRNDWTR,Improper casing to protect fresh groundwater,Administrative,E&S and casing violations,,6/3/2009
005-30336,40.89172124,-79.51169887,MDS ENERGY LTD,Armstrong,East Franklin,Y,1802421,564197,246666,6/3/2009,6/3/2009,102.4,"Failure to minimize accelerated erosion, implement E&S plan, maintain E&S controls. Failure to stabilize site until total site restoration under OGA Sec 206(c)(d)",Environmental Health & Safety,E&S and casing violations,,6/9/2009
005-30346,40.87469795,-79.38769095,BLX INC,Armstrong,Boggs,N,1877499,585267,261188,4/15/2010,4/15/2010,102.4,"Failure to minimize accelerated erosion, implement E&S plan, maintain E&S controls. Failure to stabilize site until total site restoration under OGA Sec 206(c)(d)",Environmental Health & Safety,,,6/4/2010
005-30346,40.87469795,-79.38769095,BLX INC,Armstrong,Boggs,N,1877499,585267,256927,4/15/2010,4/15/2010,102.4,"Failure to minimize accelerated erosion, implement E&S plan, maintain E&S controls. Failure to stabilize site until total site restoration under OGA Sec 206(c)(d)",Environmental Health & Safety,,,6/4/2010
005-30357,40.79298819,-79.62317955,MDS ENERGY LTD,Armstrong,North Buffalo,N,1886866,587943,258284,5/24/2010,5/24/2010,78.56FRBRD,Failure to maintain 2' freeboard in an impoundment,Administrative,freeboard limit exceeded in pit. Water level closer than 2' from top of pit.,,6/7/2010
005-30364,40.82283333,-79.3275,CHIEF OIL & GAS LLC,Armstrong,Cowanshannock,Y,1857448,579800,,1/15/2010,1/15/2010,212WELLRCD,Failure to submit well record within 30 days of completion of drilling,Administrative,"Abandoned, no WRCR; Failure to comply w/ permit conditions",WRCR was submitted.,8/30/2010
005-30364,40.82283333,-79.3275,CHIEF OIL & GAS LLC,Armstrong,Cowanshannock,Y,1857448,579802,,1/15/2010,1/15/2010,201E,Failure to comply with terms and conditions of permit,Environmental Health & Safety,"Abandoned, no WRCR; Failure to comply w/ permit conditions",Directional survey was submitted.,8/30/2010
005-30402,40.85572006,-79.25333661,PHILLIPS EXPLORATION INC,Armstrong,Wayne,N,1874526,584436,256538,4/2/2010,4/2/2010,102.4,"Failure to minimize accelerated erosion, implement E&S plan, maintain E&S controls. Failure to stabilize site until total site restoration under OGA Sec 206(c)(d)",Environmental Health & Safety,Drilling appeared to have been completed at the time of the inspection.  Below grade pit located onsite and it had more than the required two feet of lined freeboard.  Noted that the silt fence implemented as an erosion control below the site had been com,,
005-30438,40.76429366,-79.44796836,WGM GAS CO INC,Armstrong,Kittanning,N,1849048,577583,253329,12/9/2009,12/9/2009,102.4INADPLN,E&S Plan not adequate,Administrative,"Drilling had been completed at the time of the inspection, drill rig not located onsite.  Below grade pit located onsite and appeared to be in sound condition.  Pit contained drill cuttings and fluids and had more than the required two-feet of lined freeb",,12/30/2009
005-30438,40.76429366,-79.44796836,WGM GAS CO INC,Armstrong,Kittanning,N,1849048,577583,261681,12/9/2009,12/9/2009,102.4INADPLN,E&S Plan not adequate,Administrative,"Drilling had been completed at the time of the inspection, drill rig not located onsite.  Below grade pit located onsite and appeared to be in sound condition.  Pit contained drill cuttings and fluids and had more than the required two-feet of lined freeb",,12/30/2009
005-30453,40.7058221,-79.40935587,EQT PRODUCTION LLC,Armstrong,Plumcreek,Y,1894829,590439,259817,6/21/2010,6/21/2010,201E,Failure to comply with terms and conditions of permit,Environmental Health & Safety,Inspection in response to operator providing the Department information on drilling fluids spill,,6/25/2010
005-30453,40.7058221,-79.40935587,EQT PRODUCTION LLC,Armstrong,Plumcreek,Y,1885555,587365,257892,5/18/2010,5/18/2010,201F,"Failure to notify DEP, landowner, political subdivision, or coal owner 24 hrs prior to commencement of drilling",Administrative,Moving on location; conductor set; no notification,,6/11/2010
005-30453,40.7058221,-79.40935587,EQT PRODUCTION LLC,Armstrong,Plumcreek,Y,1894829,590438,259817,6/21/2010,6/21/2010,301CSL,"Stream discharge of IW, includes drill cuttings, oil, brine and/or silt",Environmental Health & Safety,Inspection in response to operator providing the Department information on drilling fluids spill,,6/25/2010
005-30473,40.95324746,-79.52913697,RIDGEVIEW GAS & OIL INC,Armstrong,Madison,N,1884460,587031,257706,5/17/2010,5/17/2010,401CSL,Discharge of pollultional material to waters of Commonwealth.,Environmental Health & Safety,,,7/12/2010
005-30486,40.73874706,-79.60643754,SNYDER BROS INC,Armstrong,South Buffalo,N,1861875,580980,254923,2/3/2010,2/3/2010,402POTNLPOLL,There is a potential for polluting substance(s) reaching Waters of the Commonwealth and may require a permit.,Environmental Health & Safety,Frac tank valve opend and discharging to the ground. Field sample shows 82000 micro siemans tested by Ed Renwick,,2/9/2010
005-30493,40.74589324,-79.50835557,EXCO RESOURCES PA INC,Armstrong,Manor,Y,1870282,583293,256102,2/26/2010,2/26/2010,78.85,"Inadequate, insufficient, and/or improperly installed cement",Environmental Health & Safety,"Incorrect cement on lead slurry of 13 3/8"" casing",,4/10/2010
005-30494,40.77275153,-79.27902667,BLX INC,Armstrong,Cowanshannock,N,1890027,589074,258985,6/9/2010,6/9/2010,205B,Drilling w/in 100 ft of surface water or wetland w/o variance,Administrative,This inspection should also serve as the CEI.,,6/9/2010
005-30499,40.87573129,-79.39421894,BLX INC,Armstrong,Boggs,N,1874710,584503,256564,4/1/2010,4/1/2010,78.56FRBRD,Failure to maintain 2' freeboard in an impoundment,Administrative,,,4/1/2010
005-30501,40.66843941,-79.57905913,US ENERGY EXPLORATION CORP,Armstrong,Gilpin,N,1859461,580387,254592,1/29/2010,1/29/2010,78.62,Improper encapsulation of waste,Administrative,As of 01/29/10 the Department has not received the requested documentation outlining  the evidence seen by the operator which show that the seasonal high groundwater table is at a depth which would enable the operator to encapsulate the drill cuttings.  B,,
005-30516,40.8543374,-79.54953801,SNYDER BROS INC,Armstrong,East Franklin,N,1879452,585768,257128,4/22/2010,4/22/2010,78.56FRBRD,Failure to maintain 2' freeboard in an impoundment,Administrative,,,4/23/2010
005-30516,40.8543374,-79.54953801,SNYDER BROS INC,Armstrong,East Franklin,N,1879452,585768,262120,4/22/2010,4/22/2010,78.56FRBRD,Failure to maintain 2' freeboard in an impoundment,Administrative,,,4/23/2010
005-30519,40.85822345,-79.54043492,SNYDER BROS INC,Armstrong,East Franklin,N,1870387,583332,256111,3/5/2010,3/5/2010,102.4,"Failure to minimize accelerated erosion, implement E&S plan, maintain E&S controls. Failure to stabilize site until total site restoration under OGA Sec 206(c)(d)",Environmental Health & Safety,"Drill rig is on-site.  Site ID sign and E&S plan located.  Drill pit appears to be in sound condition.  Deficiencies were noted on the access road and well site:
 
1)- The access road is not draining properly.  The culverts have been plowed shut and there",,6/28/2010
005-30588,40.67794722,-79.38141389,EQT PRODUCTION LLC,Armstrong,Plumcreek,Y,1881815,586356,257423,4/21/2010,4/21/2010,201F,"Failure to notify DEP, landowner, political subdivision, or coal owner 24 hrs prior to commencement of drilling",Administrative,Well has been spud; no drilling notification to Department,,5/28/2010
005-30590,40.67791111,-79.38155278,EQT PRODUCTION LLC,Armstrong,Plumcreek,Y,1887149,588049,258316,5/4/2010,5/4/2010,ACT359GEN,Oil & Gas Conservation Law - General,Administrative,"Failed to comply with special ""Permit Conditions""",,6/21/2010
